K omega
2.0012 -4.3766,3.5026
4.0508 -7.4224,-1.0615
6.0488 -9.8082,-4.3900
8.0408 -11.7880,-7.2268
10.0750 -13.5202,-9.7718
12.0155 -14.9709,-11.9788
14.0540 -16.3346,-14.0094
